company_name,company_star_rating,role_title,role_location,industry,company_type,listing_desc,listing_url,page_url,page_num
FSB,4.0,Data Scientist,"London, England",Company - Private,NA,"
Researching accurate and reliable predictive models 
Delivering high quality code 
Effective communication of research within the team and to other areas of the business 
Effective discussion of requirements with end users 
Assist with any other reasonable tasks within the context of the role/team/department as specified by the line or authorised manager

 
Researching accurate and reliable predictive models 
Delivering high quality code 
Effective communication of research within the team and to other areas of the business 
Effective discussion of requirements with end users

 
Tensorflow 
Experience with customer data 
Experience with business python (as opposed to scientific python) 
PhD or independent, unguided research project 
Docker 
Airflow or other ETL tool 
Can find and understand academic papers
  
Discretionary bonus scheme 
Hybrid working 
25 days annuals leave (plus bank holidays) 
Day off on your birthday 
Pension contribution 
Sick pay 
Enhanced maternity/paternity pay (based on length of service) 
Cycle to work scheme 
Season ticket loan 
Employee referral scheme (£1,000) 
Stage 1: Telephone Interview 
Stage 2: Face to face interview",www.glassdoor.com/partner/jobListing.htm?pos=517&ao=1110586&s=58&guid=00000184a93d7652ab683549c8cf610d&src=GD_JOB_AD&t=SR&vt=w&cs=1_3a7aaae8&cb=1669286688666&jobListingId=1008300882267&cpc=F4EED0218A761C36&jrtk=3-0-1gikjqtjvj45r801-1gikjqtklih4q800-e7efc4d785012bf2--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMYyoRcPZQcdIAwjfVisqY5ulKTNoKG5ZawIzShmRUjh7ONgrtJUOfSSRJBJ8FLYbK50VCrkVltZ2-_guYBQznEplXG2uxX0GyF-_qDtKyOH6A_f3JkMdrnX6AZSjn_4qcUiTrh1rIa_w10dclu3eCJiQ5BtzAZQYleI4On_Qjf-f2r6kUo4iGh493IdQfUt6DNKnZHWMFRmAU6sxfy5tpc13Jndfi4_sjq70gDJGsYFfudDyWfTJ8eAUbm1PPIN7Q000zd2CHkPYKTIBmerk9KMUfqYgvtTCAlAY8v_l4fRbNRciEgtfIFe_zfZguYBWLGA27xYYTnd6GqHhm1WdqJrSj3VAC_Uy9Xr2YgAiQs8yv9TM4g8cS1Ufogsf4CpwqRmZmWCm_EJWvOv2JV-8lw5z1XkyQNnn8Az0sDDoKNtD6jpB9caiv7fSne6e-PgGjaXV3U6mlYItjqiS7iWNKoDX9JHhTkHAAawC33VH7Mt-A_uBZcimrpsihffI3q-GWKkv3JYA2hLHKOi8kv12AxeY4PsQj1KJXrrTEIiscmGXYOre0O1nMbOm4XmrM6k2A883BApfxRi4_RsMqXLGOR5hKnRASy7PejKGHTUqWo7w0kCSUCj6dvp4OJmD-L55Ft6TMtTTjKe5302oamZ3HIP2TlG9RQDALNmVAPZZbd0qm1ygqOAxfpldQ9Elh--IWaNryB0Pz1lqSv0Np5C7gHvBuMqr7ZTMe1YWn3EE8FxlESp6B7OSFApK7vpIEyhs7X3i0HYDl2CAjVb3VFa0P1JB6Y0aG3ks_SZyQhVyhJm1ctfgiUtNoCTPL75ZFLuC-41w9KKoJJ8NeentE2ZtfBZ3y7-7nJ2oZ0MWfu9cA1zsoWQvEsrOYrecLx3b4zP3Kf33Zuq6vAAy2RCGzx7qalzpdbTgVbQXUwNSYZvwN8ojL6_eoNKpzC7P1cToY92tkafH2Rk32az0OoQORHlR2AQ6dcZ34zERJ6BTUopR4LztQ%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP5.htm",5
Lorien,4.4,Lead Data Scientist,"London, England",Company - Private,HR Consulting,"Permanent
 Up to £105k + bonus and benefits
 Hybrid working 
Educated to a Master's/Ph.D level in Science/ Computer Science/ AI / engineering or any related background 
Strong development track record with Python and Agile development practices. 
Experience of systematically organising and migrating analytic or machine learning systems. 
Understanding of statistics and statistical methods (i.e.. Bayes). 
Team management and leadership (3-4 people). 
You are comfortable working in a Python data science tech stack, for example pandas, ggplot. Matplotlib, SciKit Learn. You also have experience accessing and combing data from multiple sources and building data pipelines, including a good knowledge of SQL. 
Cloud Experience (AWS, GCP, Azure) 
TensorFlow, Spark (or relevant cloud equivalent, or proprietary database experience - e.g., Snowflake 
Strong statistical skills",www.glassdoor.com/partner/jobListing.htm?pos=521&ao=1110586&s=58&guid=00000184a93d7652ab683549c8cf610d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_59e38ade&cb=1669286688667&jobListingId=1008283033966&cpc=FD1C1DA32C38CFA7&jrtk=3-0-1gikjqtjvj45r801-1gikjqtklih4q800-f07dddf1e6d894e2--6NYlbfkN0CSQNYCQT7nHq8P0wNJS_USmk1iEIfTbn18KnDTRcZj2faaZgZp2LJJ7MtLl51rFDGAReBxv1u5mwHKkrFsq1LmXcvf1SjhKfWj_LNtNJeGYjWMA8uedYks8JHGOv1Tjj5zMiOrUaBEHjVbDAOQON98hp7ub3bwbvwAlVMol8qhwikt7g1UP7EtJGUMZP0U7n1dzvwLdKUR8ErzKLVgjEf26nR92Pyot35-gmM6eMV07PiahgDjviJazQPm6tA1yNY6EUmsaG0yA3vFFN_tP6gDrKtnQguVTdghWv50qVyK02jJ9YEa7tdZiLzyngJZL7BHfjkuutUby6_6ilp954F4-0SDlx3BmwO3HC8NVxgNHGdm5XFI4J1jZuWse8HVALTrJYYLbZhFyFZHsylU8OjCbD_O3vJm2kIQIswqksP5giFAHnMgRPtejptsS_TbcSiQDR27oOOuD_j1IN64Njz2C5ghNT9lEYFs_F3KFvoce9ysfUAWfqdC4M5eJMwi1-_ElsPJfpoxkRFSIFxADayWCEfoja4dt6Mk94m4ZvDhDGmbRDvd-XoDOx1QAM8hbVr6SXwkE81R4Qcgf4av0fkbdQ0QxuNUDDUKDITR3b0mQLUhJP0GJRTLR7iaGuE1OxSP53osOJDfr5JlN4SW6acUU53S6FKkEWwtUhZIyCHuaHgp5oXm61gW,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP5.htm",5
Metrica Recruitment,NA,Data Scientist - R& Python,"London, England",Company - Private,Business Consulting,"A stellar academic background, preferably from a numerate discipline Technical knowledge of a programming language, either R or Python Demonstrable machine learning or statistical modelling experience Strong logical reasoning and problem-solving skills",www.glassdoor.com/partner/jobListing.htm?pos=512&ao=1110586&s=58&guid=00000184a93d7652ab683549c8cf610d&src=GD_JOB_AD&t=SR&vt=w&cs=1_aee8771e&cb=1669286688665&jobListingId=1006243609772&cpc=F4EED0218A761C36&jrtk=3-0-1gikjqtjvj45r801-1gikjqtklih4q800-aa41df2aa77b8cb3--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94Hoye2T8SD-3cW6K0FlZRbzbT8gc2UoPKh9XtvLhF9a4rCTbMji4HeR4dDzz8nWgHvzlIuM8HdxS9kd95_Rt8Y-LWAn84ha92fPp3mgHeqrf_9h3RP2EeE1xfbNyI8_fgp79SlPA7QvPtJ6pt3bOBRZ-2dIiZGNvIuxPUrocwIKAeXVKG7GqnQv0nNSvU7YD5cdO-RF0AvC6nolA9qd7pAhH8TCGQH4Ucbi2MiPW4jhaOIKRBUEqu6qneJCzbazUQozwqNXCt5-AQM2oDjMvrIMjGUOoSm3_h70ptbctMnxxLSG5hQGBDX4dkNNDjjBH9LN-UO4RTVrNtv73tagEsWWTEP0xkaapA39r15JMTbthm1gpjuQfdc1N0QLkAwsfFM4EGGdkcWMaWN26MLsbthe6cihGpmPB8YDM4ayqm0lCZP7A_7qbrgck8O19Q4bwlvRM9yLWVYrn68MosjN_5Z9DNNkV6kOpkOfbe6Ym_BAU9XdIQRPHZA4fhNCF48RBZPd6_khGVKeUG6GAtBldN13Fx8ORIpd1-C5j2TOiYTtcB7JJTXGAfqyc,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP5.htm",5
Kingfisher,3.9,Lead Data Scientist (Remote),"London, England",Company - Public (KGFHY),Home Furniture & Housewares Stores,"
As an operator - build, lead, nurture and retain a hard-working data science team that will work on banner and group priorities. 
Work across with banners and group functions to support building a data science roadmap that minimises time to value and improves long term efficiency. 
Develop a highly proficient team of scientist and establish collaborative ways of working to work with wider Data Science team. 
Support teams with multifaceted strengths in translating between business and data in the design of project work, and in the synthesis and communication of recommendations and results. 
Collaborate with tech, product and data teams to develop the data platforms that allow us to apply data science and embed the use of data science directly in our products and processes. 
Be a champion and role model for the application of data science across the Kingfisher group. 
Support the data leadership team in developing a “data culture” and demonstrating the value of data in our decision making. 
Lead our efforts to develop the data science (and broader customer analytics) “brand” at Kingfisher for both internal and external audiences.  
Competitive Salary Ranges 
Strong Bonus Opportunity 
Private Healthcare 
Excellent Pension Contributions 
25 days holiday 
Share Options 
Life Assurance 
20% Discount Card for Kingfisher Group companies 
Travel Allowance for certain levels 30 Minute Video Call
 1hr Technical Test
 1hr Competency Call
",www.glassdoor.com/partner/jobListing.htm?pos=514&ao=1110586&s=58&guid=00000184a93d7652ab683549c8cf610d&src=GD_JOB_AD&t=SR&vt=w&cs=1_0f11c3da&cb=1669286688666&jobListingId=1008274175440&cpc=444700D72F2ECBCE&jrtk=3-0-1gikjqtjvj45r801-1gikjqtklih4q800-2af5b85c8f1c87e8--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMYCXzgObKHidFt4fFSR10Nr_fbsLylkBp-bO7LyaQg2PRBUVBkQrK0flwvZKh_6XfYnHLod-nBMVrNflXL712xhVAdiql03blIlnPtbe1l-f9wuftGOt8OXgLluXJANkFyewcngIzrPEI9FREBiRFkyl0KdjEYbigwQTPrTxfh25Y3Kzm9V4jjfjT4tHTQs_Q_ZdA_ApkX5F8EBT1xgrYJ_NE-UX0lNCKwZF9JqRUnWLgl3HlCIEae31jVoWiUSfQ34R68Eak_prZzrJhfMpuFL_s_J4nLAvON11lQDu9i-d2b_chTnFgc3c_td5ET5eu5kgu0oQZlHO80OCNmaJB4iz5Wog6yzLiTnYCGPKXHbTv6YG0508kmTLHSZiEE3nPha2m1eF-jHVhMHsRUmwUi7j7EAy-Db3FjaDWYKjpCDdSeOJP-QS6qEiyEE7Csqx31BdA_xwaWty0O5lQq19EUyqxVzgC52pHBBWCcDRaM5Dwc3dOMqPpzbN7GLIg1zR90u1fs-9UC1dQflp9EM7-Vf0bAH92y-xLXIU_XcKwSBz3e45b3_6n4Ux-f8R_NxEtLrNAiqPB8Rq5q8ygUkW7poXqnzt-6exsAb8PTH5dC-j29Z6znGklP-MszHjFHawabXDkMPBKR_aYRjEqIop0-TWgNv52MZq8GA028_ZNUuPcs7RcVeNgGRXYlC2jUzpo9AcWzxOCcx3-QKsD5IyVfiUck5k82f3G4-DhhzQZIe95WA1utPTbPR47nTKSQxL2Xn8kSfyVqT72MkbRQec9qc8HIqOGAt4WAz4HPL0A9x0fMoQlU0QRSksvkB1L1JkrQmbRpkfIy_0XMsyOKaund07f470Y0VOV4aAkxwsz-SH6ZVig5DGFLClWcVlik9UcRYm9F_MjEYJF5P0zGlrVO34RNfMoAJMtRikMPHZTGbR4CbTo1m_1Hxil4m-gmd_Iu_3JSLqULcU1iu8g_0fb6bxbLOPqyvSBFTPNUzyhvIJ0kYqfQ8bH22i5isL9kIBng%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP5.htm",5
ECS Resource Group,4.1,Data Scientist - AWS,England,Company - Private,HR Consulting,"Expertise in Machine Learning Background in Software Engineering. Strong experience in Python/Pyspark. Experience on Data science implementations and with awareness of the data science development methodologies. Exposure/awareness of Big Data technologies and AWS data science tools like Sagemaker , EMR Clusters would be highly appreciated. Knowledge of data engineering tools like Glue, Kafka, Scala, IDEs like Visual Studio/Pycharm/ Intellij , NoSql like MongoDB, can only help.",www.glassdoor.com/partner/jobListing.htm?pos=604&ao=1110586&s=58&guid=00000184a93ea7c6b78159d5ff710eee&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8a2ce8ab&cb=1669286766856&jobListingId=1008288532818&cpc=8795CF9063CD573D&jrtk=3-0-1gikjt9vekcn1801-1gikjt9vti3b4800-f447a72551410581--6NYlbfkN0D1W0VU9BJ600dJPDaa0KW0Zt_m3quwOxzNDnl6_fLba67JJy2FHYoduL5s80O7feH-GWxF9jDmrhlOMmVOWM4ZQkwYTKH9nHjy8lFbqntBvmVXjNbwKX9_dtu5ZYtKSlw4q09S8LxJ2FP2J2FUoLg_NgfPs8us-3u79ADST7g5FvhASLbeqpMjcVzCFpcYtgCIn0ut-TAfgw4b8qs_FAHSigyxoXnQhHENJNzvjQ2napkPTjRHwIT0oGqoqop6Srsww8qXiIEJiDm5YNR33TivajtmylCzC6BhektmIpIIc8VZ-6o8JDEFHNvLZnYGe5bdxQztYxk7dD-0kyQlw0PkHXtMixjVePCzzMXyd-cGDbRQ1mzeGh53aaJ-XGAyI_n4k8_jWVqWn69Ng8ShMBoZq9Dwjez-qeynTzt4fqV27zPDnaePsjjlcTic3BeJOt0LCT_IRDuFf7Vjgh3s-8k4U_5cmo_WrURfMTLlwwL4RI5IevMVv4cshm1q-AqR283gRGqZVd9vHxRpNS8vO4Aj4IPLd-l2pZ1S00qns-0aVwecmaOoKcy-0Ulgcvh_AdEu5jTFUfYNlg%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP6.htm",6
Databuzz Ltd,NA,Economist - Data Scientist - Remote,England,NA,NA,"
Experience in using statistical programming languages / packages (in particular Python - knowledge of R and/or Stata would be desirable) 
Experience of working with large datasets and data wrangling 
Experience in using GIS packages / working with geographic data 
Knowledge of web scraping / working with APIs 
Knowledge of SQL databases 
Experience of delivering high quality technical work using tools such as R and Python to handle datasets, perform analysis, and visualise results. 
Experience of developing the quantitative capabilities of the team and the firm. 
Bachelors in a quantitative subject (Mathematics, Computer Science, Statistics or Economics, financial economics, econometrics, statistics) and experience working in a data scientist role 
Experience of quantitative economic analysis 
Solid knowledge of econometric models used for forecasting variables 
Experience of applying relevant core micro theory and empirical techniques (for example econometrics, optimisation, GIS analysis, agent-based models, and machine learning techniques) across a range of projects 
Experience of identifying key results from analysis (that will prove or disprove key hypotheses). 
Experience of developing the quantitative capabilities of the team and the firm. 
Experience of energy market or energy related projects. 
Postgraduate degree in a quantitative discipline is preferred but not essential",www.glassdoor.com/partner/jobListing.htm?pos=611&ao=1110586&s=58&guid=00000184a93ea7c6b78159d5ff710eee&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c2f5ea22&cb=1669286766857&jobListingId=1008300479543&cpc=F41FEAB56D215062&jrtk=3-0-1gikjt9vekcn1801-1gikjt9vti3b4800-09625100e394f53c--6NYlbfkN0BqrfxFWYYLFxFGTsPfLVJj0U7TZTTKyiYTnYDmFwKAgEA04pw-VdPnw2M_DCobCIPaxLxxQm7Kn-RkrXg0Ti9v49orwus6MD2TzROaIFeZtVHO_Rtl2NFANycGGnTjwi8xdv4aebOqyCAcQ6wVxsQpfxGa6GdDj5_Mf0LxeZufXBXy3GHqhKyv7vhQ3FUwZo1MtAUm_vTogajtOXs-U7Cm0ZqwXFc_oAxqB5rQPBumqzS0RODiMAT0Bx_9sWBylOmMfHZQQtMj0Fs7HgB5QpS35bBDkaYo-4d01n_UmWkKpVzGzUOMrrhGPC9TO7cq6UABtRe25Irl6wEV41YsnDYVEZTzZGOvHBh8JVz78JAWleok0dV95oMKHFQNqjTYEFVHu93hgatUU95YE42cVukZ5VoUZh9FczzvBNRUXd2TU-Tb9JsYg7bCig2sV6P7fEq2u3BzkuTV0Dcp1yVMtc12nQQHG-sPFZRD4oc_KVtrONyijOVQ_mhgeGcCfFUHSfGfqOK8-gPXJ4wBecPdcLO-em6nE5RhJjGkSnMh82q7ZyRtb3fzwhwk,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP6.htm",6
Corriculo,4.5,"MLOps Engineer, Machine Learning, Python, Fully Remote COR4821b","Bristol, England",Company - Private,Information Technology Support Services,"
Small team 

Fast growing company 

Company pension Some industry experience, preferably in endoscopy 

Previous experience with Python and Pytorch and experience with MLOps frameworks: MLFlow, Kubeflow 

Some knowledge of Docker. Kubernetes, experience with cloud platforms or Knowledge of other frameworks and languages would also be advantageous",www.glassdoor.com/partner/jobListing.htm?pos=618&ao=1110586&s=58&guid=00000184a93ea7c6b78159d5ff710eee&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ef2cafe0&cb=1669286766858&jobListingId=1008301480734&cpc=3DB599BF2F4828F0&jrtk=3-0-1gikjt9vekcn1801-1gikjt9vti3b4800-1a0f636d23be67da--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGbAVwosxfNeyo8axvtB8-mRGSyXepiCUUKkX3LW0gMv1MLn3jfuDX3Dqu4GnDtOrqdXuoV2lxgwpz0yWa09dCZtC8Fc3dUZP28NI-zqfqMzWwO4L7a_u_qczc4YvRAiZhx48Rjdo-JcJ9Jd8aO1FADUfHw3fkK1DloSTIrXtqusFcDhjTA5OmpPXQSE0nJlrNGnDEA8_-cyV8cX7yB1HSdztirQbgHHzBvjNF_aVxmMMuG9puBvrnBRajps8S3cGsQXr3OaKwsvWFvXaY7SbY7dhrSxdLx5gi5Mki_sUzj0ZmBww11A06-6uFrGhKdasQdwcW59vfjWYMkd1TvpeGY3KfP0AlRi7tmkSAAeQ5d2H7CdEhZKu_TejVkRLKW4x-hsR-SuIGnFVabbfLoPcUMscaaSJ43BkW0vlaub5H_OvMmxpMIJ0hlLtcJM-opKCJ,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP6.htm",6
Barclays,4.1,Senior Data Scientist,"London, England",Company - Private,HR Consulting,"Designing and developing modelling approaches appropriate to data sources, technology stacks, and end-users’ needs Spurring engagement with business areas, coordinating multifunctional project teams to deliver data science solutions that create transformative commercial value at pace and in control Ensuring project teams you lead deliver machine learning models into production, working collaboratively with colleagues across the organisation to remove impediments to progress Adhering to professional software development standards to ensure robust, repeatable analytical applications in line with legal requirements, internal policies, and risk management frameworks Reviewing the code of colleagues to ensure it is efficiently written and appropriately documented Promoting and presenting your work to senior stakeholders across Barclays UK Keeping tabs on the latest developments in data science, devising ways to foster these within the bank Proficiency in Python developing statistical and machine learning models Experience delivering complex data science projects in a business context Energy and enthusiasm to inspire followership and to work effectively in a low ego environment Clear passion for making financial services more customer-centric by using data science ethically Prior people management experience, with tried and true approaches for mentoring junior staff Understanding of the financial sector, to recognise and drive forward opportunities where data science can transform the bank Skilled at influencing and communicating to various stakeholders up to executive level Specialism in one or more of the following: reinforcement learning, deep learning, natural language processing, agent-based modelling, image recognition Company pension Sick pay Work from home 8 hour shift No weekends",www.glassdoor.com/partner/jobListing.htm?pos=603&ao=1110586&s=58&guid=00000184a93ea7c6b78159d5ff710eee&src=GD_JOB_AD&t=SR&vt=w&cs=1_d07f3edc&cb=1669286766856&jobListingId=1008235549805&cpc=B101C867B3EF2D75&jrtk=3-0-1gikjt9vekcn1801-1gikjt9vti3b4800-dde4d6039dc21e44--6NYlbfkN0AQUtcTIZ-i7aKYOUYzDqGef5ngEm3dQ48Spiht6MSGoHRNFjK7EHsDrHnrfrnRKm5v4G5fRrjFubeTUInOHMht9asC5MXoqKeXHbq1U3-jbcOWcxyAODDaYeOmIMSyBkpqFcJKPg398-gIsz1emd7t6SCUtU42dALKmILM2PJ7Va99Z3AQL1vuKAtnE5PjhoG_3-RPzt9Arkr48F7e5zJGzyBbfaJ-VOtccTsqcS6Zdksy5mMSKUf6H-cEbn2nbH45gHxtCfyLTyRxC2me8CS6EwbwT2RTrKke_dmzu_iBNfV4LQFbYX7oeeMEBk7XL5qAY0tbngaAqbOY7v94Rvzfb89p0hXkX1ix2QaJLcEAtX-4Ec7txk9Jb7kBpTSbltAC6s_f6Zlg8erc7GL7TnVb6PaVqW2rBwV1ueasSbQS4Gy8dDDQ0Ykun2h3yieNngsfvI8UzdJODbxh91XKQOKVURIt3AWXL3oRTWVLCB2O-64mpkrgUTAfvSj-vrh_kdpJZlY8RvvpPAXS_kHOv8iy6yTen7cvhdlJZse3nT5ybZ8WkhhJNNNO5rb3RJbmEnoqvDIw5CEw4dm8JPEd8ZTo7O8OxIryppsPqEZIE1YGsCepkDn4ySGodxuYRNMiAakiDnbKtqlwDlo-soJLhAQJnfYlVjDxaWD3OL3kXPB000QeQsKsIxzTcLmFstqdw-0caUTayTgeXOGq4iwAU-BT6emxrKEZUc0uVMg3QAkCpRPYK8qSW0okm76GI3Gt_iqxDFTG4V61LlG8cEo3v1jWn-VHPOaN_q7Bi1dW-XurAzQ5xPTWuRwly0L_Vp1u5KANuExOBYKIMA%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP6.htm",6
Kingfisher,3.9,Lead Data Scientist (Remote),"London, England",Company - Public (KGFHY),Home Furniture & Housewares Stores,"
As an operator - build, lead, nurture and retain a hard-working data science team that will work on banner and group priorities. 
Work across with banners and group functions to support building a data science roadmap that minimises time to value and improves long term efficiency. 
Develop a highly proficient team of scientist and establish collaborative ways of working to work with wider Data Science team. 
Support teams with multifaceted strengths in translating between business and data in the design of project work, and in the synthesis and communication of recommendations and results. 
Collaborate with tech, product and data teams to develop the data platforms that allow us to apply data science and embed the use of data science directly in our products and processes. 
Be a champion and role model for the application of data science across the Kingfisher group. 
Support the data leadership team in developing a “data culture” and demonstrating the value of data in our decision making. 
Lead our efforts to develop the data science (and broader customer analytics) “brand” at Kingfisher for both internal and external audiences.  
Competitive Salary Ranges 
Strong Bonus Opportunity 
Private Healthcare 
Excellent Pension Contributions 
25 days holiday 
Share Options 
Life Assurance 
20% Discount Card for Kingfisher Group companies 
Travel Allowance for certain levels 30 Minute Video Call
 1hr Technical Test
 1hr Competency Call
",www.glassdoor.com/partner/jobListing.htm?pos=614&ao=1110586&s=58&guid=00000184a93ea7c6b78159d5ff710eee&src=GD_JOB_AD&t=SR&vt=w&cs=1_912530e7&cb=1669286766858&jobListingId=1008274175440&cpc=444700D72F2ECBCE&jrtk=3-0-1gikjt9vekcn1801-1gikjt9vti3b4800-2af5b85c8f1c87e8--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMYCXzgObKHidFt4fFSR10Nr_fbsLylkBp-bO7LyaQg2PRBUVBkQrK0flwvZKh_6XfYnHLod-nBMVrNflXL712xhVAdiql03blIlnPtbe1l-f9wuftGOt8OXqiU4y7wkcZmBnDExdnE9Ycy8Ksb8Q7d48GoNo4qOconaI7jdOc6Bd5eiCECTt2cKiBuPkJX1Vq12w_uwyKvWV-x9v7YYmFG--vbBPW9UfMaEz220us9iJr7oFdCG75OFxsm2RVOvIZA0CQtxwTSSZiV_VidkSbUJdy9zlyNKvGiE-dwwqdtYSbarO6Sh4GNp3ybXSTV-i2B9E_KNqPiOzXNUuo4oJ2MB6_IFb273BfVQkBV5jLC-xjaorKRFJfYzHvNGjCGsktiebKWoK777z4nUoarzdHXfFNPG73DUleqW8XS_-3ntaLeA2AIJjps1t676rfLnJVTL-xrBSNFtPbG38zW5cyt9We7hoj9_Wayp4Yq3jkL8-zhtMexelstkJ3wIiNq1EX6vn1XXSYLdfeUWQPCR2XMlFXIVCWMJjk0JQu_kV6h43Lrx8oM98i4WXbqd_wl7iV7LK_ftBqMEqjZHTr_mr4lZc__4nXbv2ZxY6V5N8npe187P4b5gzUALiF8hqeTuuw4jXopJMQ5PRVEwiC3AsqB1RsULlGuf6dHk6TcIOkyj79uaaYQRKmkBWj_imq8L-0XiZ6crPdVTEptuZ2JcUBeLvqvzsF3hfLljI5vOMdcKoWK7jCqCI1nBtIWiIaZ2G9jmrTVave2c1-R9CWhTtYtowe7aZj8IiXUe-ErRNeCblzNhaGpNb3C6yATZegemJB9HlFzZqNqshd9l-iFSqFnn427BIFE6W6GfuQjpNAchoYFil2JIUsncvnQmIq8LlVE01y0ElgvSCg1awIaGqLmSkgczGra5xusWKClZ1AWuoura6I-naadsu_MTthed8rzAAigqyXzwQf4W80si0NBf9JyQ1tQrfzp4Ui0NjJ7MLyqQdjfcX5o7Z0zJISLI_Kk%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP6.htm",6
Corriculo,4.5,"Machine Learning, Deep learning, Researcher, 3D, 4381A","London, England",Company - Private,Information Technology Support Services,"
23 days holiday + Bank holidays 
Flexible working 
Excellent training and progression 
Share options 
Solid commercial Python skills 
Proven research experience within Machine Learning or Deep learning with experience of Tensorflow or PyTorch 
A strong understanding of mathematics & statistics 
Experience with Git or similar version control tools",www.glassdoor.com/partner/jobListing.htm?pos=625&ao=1110586&s=58&guid=00000184a93ea7c6b78159d5ff710eee&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f1c71b7c&cb=1669286766859&jobListingId=1008292031452&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1gikjt9vekcn1801-1gikjt9vti3b4800-7dba5fe8376b5e6b--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGOmeGPZwJ9cjP_v5lj7k8eDlXeEIURAKE5xcqfR2vjlgKMIMciZzCK0IQtOWoPGRL8RoAzgV-UI8UDd-tZbPLB2RoVPHbRqCX5ZIZvbKDHADWqN8LBeAMnkS0kOPegx9weUJAZRvgN7XYd37G_jTD22U_iMpErVsjqK1rC2G9oIiiGuWMm5yVdzZxSLnMoUpiGR1jsTmcMlzMEzgTMy8q0I-qshY_yqbfJt4tSp7iZ2RthxEmITDlQdAdqT9SY4-EuO-xihqhrC5cjh7ddpHs8Sc8ueqPWveBonkQDa2YoMPrwajUKCnbGIfd7nwrXSZrO6zIbZ-AsbEGMtcJwGSJG-u2Xyv0J1FHWEoaJxYVR25ofnSwv55r79Q8vpjBN6doO87N5YvAP1Vm9FptXR0tgpYK7Ohka0PW0khIYRb3-Ek-fjdEew-PJEJVf2prjkkw,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP6.htm",6
